state,Year,Month,neg,neu,pos,compound,Happy,Angry,Surprise,Sad,Fear,Administered_Dose1_Pop_Pct,Series_Complete_Pop_Pct,Additional_Doses_Vax_Pct,Dose1_diff,Dose2_diff
NE,2022,5,0.06895,0.8349500000000001,0.09615,0.07288,0.0615,0.026500000000000003,0.06749999999999999,0.2185,0.17550000000000002,70.40000000000002,63.7,50.79032258064513,0.3033333333333701,0.3300000000000054
NE,2022,6,0.09214814814814813,0.7897777777777778,0.11807407407407408,0.0920703703703704,0.14,0.06185185185185185,0.1425925925925926,0.1855555555555556,0.2111111111111111,70.6111111111111,63.899999999999984,51.28333333333333,0.21111111111108016,0.19999999999998153
NE,2022,7,0.07152631578947369,0.8532105263157894,0.07521052631578946,0.04166315789473685,0.14210526315789473,0.1068421052631579,0.09210526315789473,0.08947368421052633,0.30578947368421056,71.125,64.225,52.375,0.5138888888888999,0.32500000000000995
NE,2022,8,0.09316666666666663,0.8717777777777778,0.035055555555555555,-0.16689444444444446,0.08555555555555555,0.03222222222222223,0.17444444444444446,0.24055555555555555,0.2444444444444445,71.55999999999997,64.6,53.11999999999999,0.43499999999997385,0.375
NE,2022,9,0.09545,0.8417000000000001,0.06295,-0.09908,0.079,0.0375,0.0955,0.2375,0.3995,71.875,64.875,53.425,0.31500000000002615,0.2750000000000057
NE,2022,10,0.10052631578947367,0.748578947368421,0.15089473684210528,0.11861578947368415,0.1531578947368421,0.02631578947368421,0.12736842105263158,0.18842105263157896,0.13578947368421054,72.225,65.225,53.775,0.3499999999999943,0.3499999999999943
NE,2022,11,0.060454545454545434,0.9237272727272728,0.015727272727272732,-0.18037272727272727,0.045454545454545456,0.018181818181818184,0.2590909090909091,0.11818181818181818,0.3772727272727273,72.67500000000003,65.625,54.475,0.45000000000003126,0.4000000000000057
NH,2021,1,0.0851559633027523,0.8161314984709489,0.09869724770642203,0.02104831804281346,0.09036697247706417,0.04229357798165137,0.1329969418960244,0.19584097859327207,0.30250764525993873,0.0,0.0,0.0,-72.67500000000003,-65.625
NH,2021,2,0.0571812865497076,0.8521871345029246,0.09061988304093566,0.0508643274853801,0.08304093567251461,0.060175438596491236,0.10818713450292396,0.1314619883040935,0.2895321637426901,7.7107142857142845,0.0,0.0,7.7107142857142845,0.0
NH,2021,3,0.06423837209302326,0.8123488372093024,0.12340697674418605,0.12675465116279075,0.1192441860465116,0.04581395348837209,0.13273255813953486,0.19151162790697676,0.22529069767441864,24.74193548387096,10.999999999999998,0.0,17.031221198156675,10.999999999999998
NH,2021,4,0.05753488372093023,0.8536589147286819,0.08882945736434111,0.08485658914728679,0.11720930232558137,0.05813953488372092,0.1062015503875969,0.17418604651162786,0.2725581395348837,52.49666666666666,25.533333333333346,0.0,27.7547311827957,14.533333333333347
NH,2021,5,0.07126956521739132,0.8233304347826088,0.10540869565217396,0.10269043478260867,0.17382608695652169,0.02791304347826087,0.10043478260869566,0.2185217391304348,0.3048695652173913,60.522580645161284,37.33225806451613,0.0,8.025913978494621,11.798924731182787
NH,2021,6,0.08559722222222223,0.8225555555555554,0.0919027777777778,-0.031112500000000005,0.1115277777777778,0.008055555555555555,0.10694444444444444,0.2569444444444444,0.2938888888888889,61.19333333333334,53.25,0.0,0.6707526881720582,15.917741935483868
