state,Year,Month,Week,neg,neu,pos,compound,Happy,Angry,Surprise,Sad,Fear,Administered_Dose1_Pop_Pct,Series_Complete_Pop_Pct,Additional_Doses_Vax_Pct
AK,2021,6,23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.165,0.335,47.028571428571425,40.48571428571428,0.0
AK,2021,6,24,0.0764,0.7404,0.18300000000000002,0.016540000000000006,0.034,0.034,0.0,0.2,0.534,47.58571428571428,41.385714285714286,0.0
AK,2021,6,25,0.142125,0.8041250000000001,0.0538125,-0.2895125,0.026875000000000003,0.026875000000000003,0.045625,0.243125,0.47,48.128571428571426,42.08571428571429,0.0
AK,2021,6,26,0.349,0.578,0.073,-0.9685,0.0,0.0,0.25,0.5,0.25,48.800000000000004,42.79999999999999,0.0
AK,2021,7,26,0.0,0.856,0.14400000000000002,0.4939,1.0,0.0,0.0,0.0,0.0,49.55,43.475,0.0
AK,2021,7,27,0.060875000000000005,0.786,0.153125,0.259875,0.0625,0.0625,0.03125,0.28125,0.3125,50.171428571428564,44.271428571428565,0.0
AK,2021,7,28,0.164875,0.67675,0.15837500000000002,-0.029662499999999994,0.0825,0.0,0.125,0.0825,0.3325,50.61428571428571,44.75714285714286,0.0
AK,2021,7,29,0.1287058823529412,0.7463529411764707,0.12494117647058822,-0.033458823529411784,0.22058823529411764,0.01,0.054705882352941174,0.14882352941176472,0.09470588235294118,50.87142857142857,45.114285714285714,0.0
AK,2021,7,30,0.09388888888888886,0.8256666666666665,0.08047222222222222,-0.07043611111111112,0.15416666666666667,0.017777777777777778,0.17222222222222222,0.15416666666666667,0.27861111111111114,51.28333333333333,45.400000000000006,0.0
AK,2021,8,30,0.157,0.775,0.067,-0.6615,0.2,0.0,0.0,0.2,0.6,51.5,45.5,0.0
AK,2021,8,31,0.06492307692307692,0.877653846153846,0.057423076923076924,0.03644230769230769,0.08961538461538462,0.04730769230769231,0.06192307692307693,0.24346153846153845,0.09615384615384616,51.885714285714286,45.74285714285714,0.0
AK,2021,8,32,0.09333333333333334,0.848,0.05869444444444443,-0.08242500000000003,0.05722222222222222,0.04527777777777778,0.08,0.2088888888888889,0.24694444444444447,52.39999999999999,46.04285714285714,0.0
AK,2021,8,33,0.09746153846153847,0.8507692307692308,0.0516923076923077,-0.12470384615384617,0.13115384615384615,0.0673076923076923,0.14115384615384616,0.26576923076923076,0.16346153846153846,53.01428571428572,46.457142857142856,0.0
AK,2021,8,34,0.07228125000000002,0.8755000000000001,0.05225,-0.031203124999999998,0.0625,0.024375,0.11,0.1675,0.260625,53.65714285714286,46.9,0.0
AK,2021,8,35,0.08175,0.837125,0.081125,0.19491250000000002,0.1,0.0625,0.175,0.27375,0.2625,54.150000000000006,47.2,0.0
AK,2021,9,35,0.10171428571428572,0.8544761904761904,0.043761904761904766,-0.15676190476190474,0.04238095238095238,0.015714285714285715,0.05571428571428571,0.3023809523809524,0.2014285714285714,54.56,47.44,0.0
AK,2021,9,36,0.13845833333333335,0.7881250000000001,0.07345833333333333,-0.13754166666666667,0.07333333333333335,0.0625,0.09000000000000001,0.3125,0.12875,55.385714285714286,48.07142857142857,0.0
AK,2021,9,37,0.11158823529411764,0.8094999999999999,0.07888235294117649,-0.04756470588235295,0.04205882352941176,0.04764705882352942,0.125,0.19176470588235292,0.2111764705882353,56.199999999999996,48.685714285714276,0.0
AK,2021,9,38,0.09745833333333336,0.7845416666666666,0.118,0.06973750000000001,0.09500000000000001,0.09708333333333334,0.08208333333333333,0.09499999999999999,0.2554166666666667,56.728571428571435,49.57142857142857,0.0
AK,2021,9,39,0.1671111111111111,0.6687777777777779,0.16422222222222224,-0.0198,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,57.175,50.475,0.0
AK,2021,10,39,0.0911875,0.8196249999999999,0.08925,0.06746250000000001,0.083125,0.03125,0.166875,0.234375,0.171875,57.46666666666667,50.76666666666667,0.0
AK,2021,10,40,0.061566666666666665,0.8152666666666666,0.12316666666666667,0.11367999999999999,0.16366666666666665,0.05633333333333333,0.24000000000000002,0.149,0.224,57.74285714285715,51.04285714285714,0.0
AK,2021,10,41,0.078875,0.8564375,0.06475,-0.08944375000000002,0.0625,0.046875,0.015625,0.22375,0.27625,58.17142857142857,51.44285714285714,0.0
AK,2021,10,42,0.04699999999999999,0.6492857142857142,0.30357142857142866,0.35657142857142865,0.21428571428571427,0.0,0.047142857142857146,0.16714285714285712,0.2857142857142857,58.714285714285715,52.07142857142856,7.214285714285714
AK,2021,10,43,0.10458823529411765,0.7195294117647059,0.176,0.10732352941176469,0.16176470588235295,0.039411764705882354,0.08529411764705884,0.2376470588235294,0.1223529411764706,59.21428571428572,52.49999999999999,12.528571428571428
AK,2021,11,44,0.0127,0.9170999999999999,0.0702,0.14762,0.1105,0.061,0.086,0.0125,0.129,59.71428571428572,52.857142857142854,16.22857142857143
AK,2021,11,45,0.0243,0.8862,0.08940000000000001,0.06823000000000001,0.05,0.033,0.133,0.083,0.4,60.38571428571429,53.21428571428572,19.914285714285715
AK,2021,11,46,0.06166666666666666,0.871,0.06744444444444445,0.1002,0.20777777777777778,0.07777777777777778,0.05555555555555555,0.17,0.044444444444444446,61.557142857142864,53.72857142857142,22.742857142857137
AK,2021,11,47,0.06744444444444445,0.88,0.05255555555555555,-0.0037888888888888785,0.022222222222222223,0.0,0.05888888888888889,0.35555555555555557,0.2288888888888889,62.22857142857142,53.98571428571428,24.685714285714283
AK,2021,11,48,0.0375,0.8133333333333334,0.14916666666666667,0.12723333333333334,0.0,0.0,0.0,0.16666666666666666,0.5,62.65,54.150000000000006,25.9
AK,2021,12,48,0.010428571428571428,0.8362857142857143,0.15328571428571428,0.3714142857142857,0.17142857142857143,0.0,0.028571428571428574,0.028571428571428574,0.19999999999999998,63.2,54.52,27.459999999999997
AK,2021,12,49,0.10233333333333332,0.7413333333333333,0.1565,0.024783333333333324,0.0,0.0,0.0,0.16666666666666666,0.3333333333333333,63.800000000000004,55.214285714285715,29.442857142857143
AK,2021,12,50,0.0535,0.8704999999999999,0.07600000000000001,-0.08579999999999999,0.09749999999999999,0.07,0.16666666666666666,0.0,0.3333333333333333,64.27142857142857,55.75714285714286,31.4
AK,2021,12,51,0.0,0.8850833333333333,0.11491666666666667,0.24865833333333334,0.13166666666666668,0.14583333333333334,0.24250000000000002,0.23583333333333334,0.16,64.62857142857142,56.04285714285714,32.98571428571428
AK,2021,12,52,0.11074999999999999,0.812875,0.076375,-0.096175,0.39,0.04125,0.16625,0.19624999999999998,0.08,64.94,56.260000000000005,34.220000000000006
AK,2022,1,1,0.058249999999999996,0.8185,0.123,0.04819999999999999,0.25,0.0,0.20750000000000002,0.2925,0.0,65.34285714285714,56.58571428571429,35.74285714285715
AK,2022,1,2,0.06999999999999997,0.7963333333333332,0.13366666666666668,0.044933333333333304,0.0,0.0,0.0,0.3333333333333333,0.0,65.74285714285715,56.871428571428574,37.114285714285714
AK,2022,1,3,0.0869090909090909,0.8468181818181819,0.06609090909090908,-0.09548181818181818,0.04818181818181819,0.12090909090909091,0.060000000000000005,0.4,0.2781818181818182,67.07142857142857,57.77142857142858,38.028571428571425
AK,2022,1,4,0.04916666666666666,0.8616666666666667,0.08899999999999998,0.059000000000000004,0.14333333333333334,0.03333333333333333,0.0,0.17666666666666667,0.14333333333333334,67.72857142857141,58.25714285714285,39.028571428571425
AK,2022,1,52,0.0315,0.9288333333333334,0.0395,0.014299999999999988,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,65.1,56.4,34.8
AK,2022,2,7,0.08466666666666667,0.7843333333333334,0.13066666666666663,0.25123333333333336,0.18666666666666668,0.0,0.03666666666666667,0.16666666666666666,0.27666666666666667,68.31428571428572,60.442857142857136,40.68571428571429
AK,2022,2,8,0.06849999999999995,0.8705,0.061,-0.05135,0.125,0.0,0.125,0.25,0.0,68.45714285714284,60.9,40.800000000000004
AK,2022,3,9,0.1825,0.663,0.155,-0.0912,0.25,0.0,0.085,0.25,0.41500000000000004,68.58333333333333,61.050000000000004,41.083333333333336
AK,2022,3,10,0.0265,0.9735,0.0,-0.13935,0.05,0.0,0.1,0.175,0.175,68.85714285714286,61.32857142857143,41.65714285714286
AK,2022,3,11,0.116,0.7665714285714286,0.11757142857142855,-0.052200000000000024,0.2857142857142857,0.26142857142857145,0.0,0.11857142857142858,0.19,68.98571428571428,61.42857142857142,41.91428571428572
AK,2022,3,12,0.0216,0.77,0.20839999999999997,0.29832000000000003,0.2,0.0,0.0,0.134,0.266,69.12857142857145,61.57142857142857,42.114285714285714
AK,2022,3,13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.2,61.7,42.3
AK,2022,4,13,0.0,0.816,0.184,0.7351,0.25,0.12,0.0,0.25,0.38,69.3,61.76666666666667,42.46666666666667
AK,2022,4,14,0.16949999999999998,0.8128333333333333,0.017666666666666667,-0.30918333333333337,0.26666666666666666,0.03333333333333333,0.205,0.12166666666666666,0.205,69.38571428571429,61.84285714285715,42.58571428571429
AK,2022,4,16,0.09499999999999999,0.755090909090909,0.14990909090909088,0.19925454545454543,0.18181818181818182,0.026363636363636363,0.16454545454545455,0.15818181818181817,0.19636363636363638,69.65714285714286,62.114285714285714,42.957142857142856
AK,2022,4,17,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,69.74999999999999,62.24999999999999,43.1
AK,2022,5,18,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.85714285714286,62.34285714285715,43.25714285714285
AK,2022,5,19,0.056400000000000006,0.7216,0.2218,0.4805999999999999,0.39,0.0,0.202,0.124,0.284,69.82857142857142,62.47142857142857,43.58571428571429
AK,2022,5,20,0.01225,0.93725,0.050499999999999975,0.19745000000000001,0.125,0.0,0.125,0.0625,0.4375,69.88571428571429,62.60000000000001,43.800000000000004
AK,2022,5,21,0.0,0.7140000000000001,0.28600000000000003,0.5574,0.0,0.0,0.0,0.0,0.0,69.97142857142856,62.657142857142865,43.98571428571428
AK,2022,5,22,0.0,0.7340000000000001,0.266,0.4389,0.0,0.0,0.0,0.0,0.0,70.0,62.7,44.1
AK,2022,6,22,0.0,0.879,0.121,0.20916666666666664,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,70.1,62.75999999999999,44.160000000000004
AK,2022,6,23,0.0,0.9235,0.07649999999999997,0.282775,0.0725,0.0,0.28500000000000003,0.41000000000000003,0.23249999999999998,70.15714285714286,62.800000000000004,44.285714285714285
AK,2022,6,24,0.05699999999999998,0.8885000000000002,0.05439999999999998,-0.005630000000000001,0.11000000000000001,0.0,0.161,0.033,0.196,70.2,62.849999999999994,44.425
AK,2022,6,25,0.0,0.9846666666666667,0.015333333333333332,0.09563333333333333,0.0,0.16666666666666666,0.0,0.27666666666666667,0.22333333333333336,70.2,62.9,44.6
AK,2022,6,26,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,70.6,62.7,45.9
AK,2022,7,27,0.026285714285714284,0.8378571428571429,0.13585714285714284,0.3649142857142857,0.09142857142857143,0.07142857142857142,0.14285714285714285,0.11571428571428573,0.5771428571428572,70.8,62.8,46.0
AK,2022,7,28,0.008,0.7815,0.21050000000000002,0.5963750000000001,0.3125,0.0625,0.0,0.5625,0.0625,70.9,62.8,46.2
AK,2022,7,29,0.02899999999999995,0.9425,0.02899999999999995,0.0,0.0,0.0,0.5,0.0,0.0,71.0,62.9,46.4
